Feature,Importance
Temperature_Deviation_C,0.8658974549518288
HVAC_Power_Consumption_Watts,0.048714122295572995
Actual_Internal_Temp_C,0.021132653438511225
HVAC_Efficiency,0.0158945581245214
HVAC_Stress_Index,0.01291755851441675
Seal_Integrity_Index,0.010495105541045992
Seal_Loss_Score,0.009613374701557393
Ambient_External_Temp_C,0.007460694513812699
Cooling_Load_C,0.007142617463790949
Cargo_Type,0.00043730537089105016
Internal_Set_Point_C,0.0002945550840506697
